name,dn,orig,dest,t,link,x,s,v
1,5,1802518268,1870091825,210,Babu Ram Solanki Marg-714986189,347.22222222222223,-1.0,13.888888888888891
1,5,1802518268,1870091825,215,Babu Ram Solanki Marg-714986189,416.6666666666667,-1.0,13.888888888888891
1,5,1802518268,1870091825,220,Babu Ram Solanki Marg-714986189,486.11111111111114,-1.0,13.888888888888891
1,5,1802518268,1870091825,225,Babu Ram Solanki Marg-714986189,555.5555555555555,-1.0,13.88888888888888
1,5,1802518268,1870091825,230,Babu Ram Solanki Marg-714986189,625.0,-1.0,13.888888888888891
1,5,1802518268,1870091825,235,Babu Ram Solanki Marg-714986189,694.4444444444445,-1.0,13.888888888888891
1,5,1802518268,1870091825,240,Babu Ram Solanki Marg-714986189,763.8888888888889,-1.0,13.888888888888891
1,5,1802518268,1870091825,245,Babu Ram Solanki Marg-714986189,833.3333333333334,-1.0,13.888888888888891
1,5,1802518268,1870091825,250,Babu Ram Solanki Marg-714986189,902.7777777777778,-1.0,13.888888888888891
1,5,1802518268,1870091825,255,Babu Ram Solanki Marg-714986189,972.2222222222223,-1.0,13.888888888888891
1,5,1802518268,1870091825,260,Babu Ram Solanki Marg-714986189,1041.6666666666667,-1.0,13.888888888888891
1,5,1802518268,1870091825,265,Babu Ram Solanki Marg-714986189,1111.111111111111,-1.0,13.888888888888868
1,5,1802518268,1870091825,270,Babu Ram Solanki Marg-714986189,1180.5555555555554,-1.0,13.888888888888868
1,5,1802518268,1870091825,275,Babu Ram Solanki Marg-714986189,1249.9999999999998,-1.0,13.888888888888868
1,5,1802518268,1870091825,280,Babu Ram Solanki Marg-714986189,1319.4444444444441,-1.0,13.888888888888868
1,5,1802518268,1870091825,285,Outer Circle-578543605-reverse,17.943566571343126,-1.0,13.88888888888887
1,5,1802518268,1870091825,290,Outer Circle-578543605-reverse,87.38801101578757,-1.0,13.88888888888889
1,5,1802518268,1870091825,295,Outer Circle-578543605-reverse,156.832455460232,-1.0,13.88888888888889
1,5,1802518268,1870091825,300,Outer Circle-578543605-reverse,226.27689990467644,-1.0,13.888888888888886
1,5,1802518268,1870091825,305,Outer Circle-578543605-reverse,295.7213443491209,-1.0,13.888888888888891
1,5,1802518268,1870091825,310,Outer Circle-578543605-reverse,365.16578879356535,-1.0,13.888888888888891
1,5,1802518268,1870091825,315,Outer Circle-578543605-reverse,434.6102332380098,-1.0,13.888888888888891
1,5,1802518268,1870091825,320,Outer Circle-578543605-reverse,504.05467768245427,-1.0,13.888888888888891
1,5,1802518268,1870091825,325,Outer Circle-578543605-reverse,573.4991221268987,-1.0,13.88888888888888
1,5,1802518268,1870091825,330,Sansad Marg-570616029-reverse,58.64545630656779,-1.0,13.888888888888893
1,5,1802518268,1870091825,335,Sansad Marg-570616029-reverse,128.08990075101224,-1.0,13.888888888888891
1,5,1802518268,1870091825,340,Sansad Marg-570616029-reverse,197.5343451954567,-1.0,13.888888888888891
1,5,1802518268,1870091825,345,Outer Circle-562340241-reverse,50.48097242149933,-1.0,13.888888888888893
1,5,1802518268,1870091825,350,Outer Circle-562340241-reverse,119.92541686594377,-1.0,13.88888888888889
1,5,1802518268,1870091825,355,Outer Circle-562340241-reverse,189.36986131038822,-1.0,13.88888888888889
1,5,1802518268,1870091825,360,Outer Circle-562340241-reverse,258.8143057548327,-1.0,13.888888888888891
1,5,1802518268,1870091825,365,Outer Circle-562340241-reverse,328.25875019927713,-1.0,13.888888888888891
1,5,1802518268,1870091825,370,Outer Circle-562340241-reverse,397.7031946437216,-1.0,13.888888888888891
1,5,1802518268,1870091825,375,Firoz Shah Road-998790357,63.971806270743684,-1.0,13.888888888888891
1,5,1802518268,1870091825,380,Firoz Shah Road-998790357,133.41625071518814,-1.0,13.888888888888891
1,5,1802518268,1870091825,385,Firoz Shah Road-998790357,202.8606951596326,-1.0,13.888888888888891
1,5,1802518268,1870091825,390,Firoz Shah Road-998790357,272.30513960407706,-1.0,13.888888888888891
1,5,1802518268,1870091825,395,Firoz Shah Road-998790357,341.7495840485215,-1.0,13.888888888888891
1,5,1802518268,1870091825,400,Firoz Shah Road-998790357,411.19402849296597,-1.0,13.888888888888891
1,5,1802518268,1870091825,405,Firoz Shah Road-998790357,480.6384729374104,-1.0,13.888888888888891
1,5,1802518268,1870091825,410,Firoz Shah Road-998790357,550.0829173818548,-1.0,13.88888888888888
